wall_clock	lsl_clock	task	phase	response_type	participant	device_id	item_key	item_value
1773836194.792493	9847.518808	T0		vad	P4	tablet4	valence	7
1773836194.792493	9847.518808	T0		vad	P4	tablet4	arousal	4
1773836194.792493	9847.518808	T0		vad	P4	tablet4	dominance	7
1773836204.930761	9857.657118	T0		vad	P1	tablet1	valence	9
1773836204.930761	9857.657118	T0		vad	P1	tablet1	arousal	7
1773836204.930761	9857.657118	T0		vad	P1	tablet1	dominance	7
1773836210.908753	9863.634782	T0		vad	P3	tablet3	valence	5
1773836210.908753	9863.634782	T0		vad	P3	tablet3	arousal	6
1773836210.908753	9863.634782	T0		vad	P3	tablet3	dominance	4
1773836218.552107	9871.278923	T0		vad	P2	tablet2	valence	8
1773836218.552107	9871.278923	T0		vad	P2	tablet2	arousal	8
1773836218.552107	9871.278923	T0		vad	P2	tablet2	dominance	7
1773836238.285795	9891.011757	T0		vad	P1	tablet1	valence	9
1773836238.285795	9891.011757	T0		vad	P1	tablet1	arousal	6
1773836238.285795	9891.011757	T0		vad	P1	tablet1	dominance	8
1773836537.901635	10190.627932	T1		vad	P1	tablet1	valence	6
1773836537.901635	10190.627932	T1		vad	P1	tablet1	arousal	5
1773836537.901635	10190.627932	T1		vad	P1	tablet1	dominance	3
1773836539.641553	10192.367797	T1		vad	P3	tablet3	valence	7
1773836539.641553	10192.367797	T1		vad	P3	tablet3	arousal	7
1773836539.641553	10192.367797	T1		vad	P3	tablet3	dominance	5
1773836613.599556	10266.325999	T1		vad	P4	tablet4	valence	5
1773836613.599556	10266.325999	T1		vad	P4	tablet4	arousal	3
1773836613.599556	10266.325999	T1		vad	P4	tablet4	dominance	8
1773836687.879488	10340.60622	T1		vad	P1	tablet1	valence	6
1773836687.879488	10340.60622	T1		vad	P1	tablet1	arousal	6
1773836687.879488	10340.60622	T1		vad	P1	tablet1	dominance	6
1773836690.569434	10343.295924	T1		vad	P3	tablet3	valence	7
1773836690.569434	10343.295924	T1		vad	P3	tablet3	arousal	4
1773836690.569434	10343.295924	T1		vad	P3	tablet3	dominance	4
1773836834.229366	10486.955867	T1		vad	P1	tablet1	valence	5
1773836834.229366	10486.955867	T1		vad	P1	tablet1	arousal	6
1773836834.229366	10486.955867	T1		vad	P1	tablet1	dominance	4
1773836843.893216	10496.619237	T1		vad	P3	tablet3	valence	7
1773836843.893216	10496.619237	T1		vad	P3	tablet3	arousal	6
1773836843.893216	10496.619237	T1		vad	P3	tablet3	dominance	6
1773836855.455325	10508.181636	T1		vad	P2	tablet2	valence	8
1773836855.455325	10508.181636	T1		vad	P2	tablet2	arousal	7
1773836855.455325	10508.181636	T1		vad	P2	tablet2	dominance	8
1773836864.134682	10516.860657	T1		form	P4	tablet4	selected_candidate	Candidate C
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	decision_confidence	7
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	dominance_p1	2
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	dominance_p2	2
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	dominance_p3	5
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	dominance_p4	6
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	engagement	5
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	equality_of_contribution	6
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	familiarity_p1	2
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	familiarity_p2	3
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	familiarity_p3	1
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	familiarity_p4	7
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	info_sharing	5
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	manipcheck_t1	4
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	mental_demand	2
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	overall_valence	5
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	perceived_control	6
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	team_coordination	6
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	voice_inclusion	7
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	decision_confidence	6
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	dominance_p1	4
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	dominance_p2	5
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	dominance_p3	4
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	dominance_p4	6
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	engagement	2
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	equality_of_contribution	6
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	familiarity_p1	1
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	familiarity_p2	1
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	familiarity_p3	7
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	familiarity_p4	1
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	info_sharing	4
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	manipcheck_t1	5
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	mental_demand	1
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	overall_valence	4
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	perceived_control	5
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	team_coordination	4
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	voice_inclusion	6
1773836987.652658	10640.379014	T1		postblock	P2	tablet2	decision_confidence	7
1773836987.652658	10640.379014	T1		postblock	P2	tablet2	dominance_p1	5
1773836987.652658	10640.379014	T1		postblock	P2	tablet2	dominance_p2	4
1773836987.652658	10640.379014	T1		postblock	P2	tablet2	dominance_p3	3
1773836987.652658	10640.379014	T1		postblock	P2	tablet2	dominance_p4	6
1773836987.652658	10640.379014	T1		postblock	P2	tablet2	engagement	7
1773836987.652658	10640.379014	T1		postblock	P2	tablet2	equality_of_contribution	5
1773836987.652658	10640.379014	T1		postblock	P2	tablet2	familiarity_p1	7
1773836987.652658	10640.379014	T1		postblock	P2	tablet2	familiarity_p2	7
1773836987.652658	10640.379014	T1		postblock	P2	tablet2	familiarity_p3	1
1773836987.652658	10640.379014	T1		postblock	P2	tablet2	familiarity_p4	1
1773836987.652658	10640.379014	T1		postblock	P2	tablet2	info_sharing	5
1773836987.652658	10640.379014	T1		postblock	P2	tablet2	manipcheck_t1	6
1773836987.652658	10640.379014	T1		postblock	P2	tablet2	mental_demand	4
1773836987.652658	10640.379014	T1		postblock	P2	tablet2	overall_valence	7
1773836987.652658	10640.379014	T1		postblock	P2	tablet2	perceived_control	7
1773836987.652658	10640.379014	T1		postblock	P2	tablet2	team_coordination	6
1773836987.652658	10640.379014	T1		postblock	P2	tablet2	voice_inclusion	5
1773837010.665519	10663.391892	T1		vad	P4	tablet4	valence	7
1773837010.665519	10663.391892	T1		vad	P4	tablet4	arousal	4
1773837010.665519	10663.391892	T1		vad	P4	tablet4	dominance	7
1773837013.041791	10665.768043	T1		postblock	P1	tablet1	decision_confidence	1
1773837013.041791	10665.768043	T1		postblock	P1	tablet1	dominance_p1	4
1773837013.041791	10665.768043	T1		postblock	P1	tablet1	dominance_p2	4
1773837013.041791	10665.768043	T1		postblock	P1	tablet1	dominance_p3	4
1773837013.041791	10665.768043	T1		postblock	P1	tablet1	dominance_p4	7
1773837013.041791	10665.768043	T1		postblock	P1	tablet1	engagement	4
1773837013.041791	10665.768043	T1		postblock	P1	tablet1	equality_of_contribution	1
1773837013.041791	10665.768043	T1		postblock	P1	tablet1	familiarity_p1	7
1773837013.041791	10665.768043	T1		postblock	P1	tablet1	familiarity_p2	6
1773837013.041791	10665.768043	T1		postblock	P1	tablet1	familiarity_p3	1
1773837013.041791	10665.768043	T1		postblock	P1	tablet1	familiarity_p4	1
1773837013.041791	10665.768043	T1		postblock	P1	tablet1	info_sharing	4
1773837013.041791	10665.768043	T1		postblock	P1	tablet1	manipcheck_t1	3
1773837013.041791	10665.768043	T1		postblock	P1	tablet1	mental_demand	3
1773837013.041791	10665.768043	T1		postblock	P1	tablet1	overall_valence	5
1773837013.041791	10665.768043	T1		postblock	P1	tablet1	perceived_control	3
1773837013.041791	10665.768043	T1		postblock	P1	tablet1	team_coordination	2
1773837013.041791	10665.768043	T1		postblock	P1	tablet1	voice_inclusion	2
1773837192.544382	10845.270836	T2		vad	P3	tablet3	valence	5
1773837192.544382	10845.270836	T2		vad	P3	tablet3	arousal	6
1773837192.544382	10845.270836	T2		vad	P3	tablet3	dominance	3
1773837354.244818	11006.971568	T2		vad	P1	tablet1	valence	6
1773837354.244818	11006.971568	T2		vad	P1	tablet1	arousal	5
1773837354.244818	11006.971568	T2		vad	P1	tablet1	dominance	6
1773837369.611635	11022.338478	T2		vad	P3	tablet3	valence	5
1773837369.611635	11022.338478	T2		vad	P3	tablet3	arousal	7
1773837369.611635	11022.338478	T2		vad	P3	tablet3	dominance	7
1773837500.558652	11153.285027	T2		vad	P1	tablet1	valence	6
1773837500.558652	11153.285027	T2		vad	P1	tablet1	arousal	6
1773837500.558652	11153.285027	T2		vad	P1	tablet1	dominance	4
1773837560.36127	11213.088338	T2		vad	P3	tablet3	valence	5
1773837560.36127	11213.088338	T2		vad	P3	tablet3	arousal	7
1773837560.36127	11213.088338	T2		vad	P3	tablet3	dominance	6
1773837613.2612	11265.987692	T2		vad	P1	tablet1	valence	6
1773837613.2612	11265.987692	T2		vad	P1	tablet1	arousal	5
1773837613.2612	11265.987692	T2		vad	P1	tablet1	dominance	3
1773837837.734661	11490.460568	T2		form	P4	tablet4	final_topic	How to manage stress and workload at work
1773837837.734661	11490.460568	T2		form	P4	tablet4	final_format	Online Training + Quiz
1773837979.312271	11632.061827	T2		postblock	P1	tablet1	cooperative	2
1773837979.312271	11632.061827	T2		postblock	P1	tablet1	dominance_p1	5
1773837979.312271	11632.061827	T2		postblock	P1	tablet1	dominance_p2	5
1773837979.312271	11632.061827	T2		postblock	P1	tablet1	dominance_p3	3
1773837979.312271	11632.061827	T2		postblock	P1	tablet1	dominance_p4	7
1773837979.312271	11632.061827	T2		postblock	P1	tablet1	engagement	5
1773837979.312271	11632.061827	T2		postblock	P1	tablet1	manipcheck_t2	7
1773837979.312271	11632.061827	T2		postblock	P1	tablet1	mental_demand	2
1773837979.312271	11632.061827	T2		postblock	P1	tablet1	overall_valence	4
1773837979.312271	11632.061827	T2		postblock	P1	tablet1	perceived_control	5
1773837979.312271	11632.061827	T2		postblock	P1	tablet1	satisfaction	6
1773837979.312271	11632.061827	T2		postblock	P1	tablet1	trust_angle	5
1773837979.312271	11632.061827	T2		postblock	P1	tablet1	trust_front	5
1773837979.312271	11632.061827	T2		postblock	P1	tablet1	trust_next	5
1773837979.312271	11632.061827	T2		postblock	P1	tablet1	voice_inclusion	6
1773837980.181743	11632.931618	T2		postblock	P2	tablet2	cooperative	6
1773837980.181743	11632.931618	T2		postblock	P2	tablet2	dominance_p1	5
1773837980.181743	11632.931618	T2		postblock	P2	tablet2	dominance_p2	4
1773837980.181743	11632.931618	T2		postblock	P2	tablet2	dominance_p3	5
1773837980.181743	11632.931618	T2		postblock	P2	tablet2	dominance_p4	5
1773837980.181743	11632.931618	T2		postblock	P2	tablet2	engagement	4
1773837980.181743	11632.931618	T2		postblock	P2	tablet2	manipcheck_t2	6
1773837980.181743	11632.931618	T2		postblock	P2	tablet2	mental_demand	6
1773837980.181743	11632.931618	T2		postblock	P2	tablet2	overall_valence	5
1773837980.181743	11632.931618	T2		postblock	P2	tablet2	perceived_control	5
1773837980.181743	11632.931618	T2		postblock	P2	tablet2	satisfaction	5
1773837980.181743	11632.931618	T2		postblock	P2	tablet2	trust_angle	5
1773837980.181743	11632.931618	T2		postblock	P2	tablet2	trust_front	7
1773837980.181743	11632.931618	T2		postblock	P2	tablet2	trust_next	3
1773837980.181743	11632.931618	T2		postblock	P2	tablet2	voice_inclusion	5
